"TDS","NO2+NO3","Ca","Mg","Na","K","Cl","SO4","F","HCO3","pH_GEN","HAR_Total","SAR","WQI","ClassLabel-No"
"3771","70","190","52","344","3","839","261","1","420","6","408","9","6374","3"
"2318","63","77","44","467","7","972","326","1","552","8","1015","10","5860","3"
"4631","85","132","44","175","2","983","212","1","378","7","683","3","7336","2"
"4234","60","184","96","265","7","656","316","1","267","8","168","7","6269","2"
"3950","65","87","35","288","9","396","292","1","333","8","112","8","5584","4"
"2603","68","88","59","440","11","724","201","1","328","8","301","2","4834","3"
"2534","72","78","77","288","2","940","363","1","212","8","177","2","4754","4"
"4559","87","181","91","304","0","886","234","1","216","6","51","4","6620","4"
"4669","50","176","72","311","8","950","278","1","581","6","697","6","7805","4"
"2484","77","182","90","106","5","621","353","1","222","6","841","2","4990","3"
"3191","84","127","86","184","3","805","281","1","269","7","870","6","5914","3"
"4360","62","81","40","303","4","657","387","1","415","7","160","5","6482","2"
"2193","86","172","73","458","8","668","255","1","414","8","263","1","4600","2"
"2344","100","148","49","378","11","989","247","1","495","8","621","3","5394","1"
"3265","87","190","35","515","1","857","285","1","242","8","792","2","6280","3"
"4973","46","127","53","330","4","741","272","1","593","6","284","7","7437","1"
"2537","75","159","71","359","4","861","240","1","473","8","484","9","5281","3"
"2491","55","124","48","427","8","908","298","1","567","6","1057","4","5994","3"
"2484","72","97","79","185","11","741","250","1","246","6","611","6","4789","4"
"2083","55","200","76","245","8","874","312","1","401","6","930","5","5196","2"
"2803","97","165","39","139","9","259","258","1","555","6","980","2","5313","3"
"3152","75","195","58","66","10","544","363","1","252","8","401","7","5132","4"
"4702","80","112","46","528","9","399","209","1","274","6","328","3","6697","1"
"2310","71","88","30","297","9","337","319","1","318","7","491","4","4282","4"
"4360","59","86","58","127","7","859","329","1","518","6","839","5","7254","3"
"2112","95","135","93","164","4","692","367","1","222","6","959","7","4857","3"
"2093","69","94","89","429","2","313","343","1","483","6","688","7","4617","3"
"2736","87","160","50","12","3","436","287","1","243","6","993","7","5021","3"
"4392","53","93","99","325","1","620","282","1","295","7","534","2","6704","1"
"4738","47","190","68","112","0","669","200","1","362","8","356","6","6757","3"
"3394","86","78","97","212","8","891","276","1","227","8","957","7","6242","4"
"3848","45","179","70","395","11","308","271","1","513","7","743","3","6394","1"
"4286","91","136","46","90","10","885","319","1","370","6","773","5","7018","3"
"3362","54","99","64","510","2","483","397","1","573","8","857","1","6411","2"
"4565","50","154","94","167","5","462","342","1","539","8","693","1","7081","3"
"3890","99","76","53","469","6","424","266","1","285","7","463","6","6045","1"
"3702","57","108","100","98","6","714","262","1","437","7","1021","4","6517","1"
"3202","51","165","86","352","5","377","289","1","395","6","938","9","5876","3"
"2734","78","171","71","432","2","947","256","1","223","7","575","4","5501","2"
"4402","85","189","61","114","4","447","205","1","248","8","792","3","6559","3"
"3344","53","184","38","206","11","729","286","1","457","8","1096","5","6418","2"
"4549","56","194","59","355","7","929","337","1","411","6","900","7","7811","3"
"2008","46","91","31","398","1","792","336","1","550","6","445","10","4715","4"
"4490","99","197","68","127","2","765","235","1","545","8","350","4","6891","4"
"3838","90","159","90","45","10","354","203","1","206","6","697","5","5704","2"
"4989","66","81","88","81","0","531","234","1","273","6","983","9","7342","2"
"3479","58","119","33","362","11","860","275","1","356","7","1002","4","6567","2"
"3745","88","108","69","233","7","322","250","1","460","8","818","2","6111","2"
"4767","51","79","60","301","6","614","350","1","545","8","358","5","7145","2"
"3084","54","146","41","361","7","859","338","1","536","8","687","10","6132","2"
"3507","81","197","87","449","2","312","400","1","509","8","918","5","6476","3"
"4857","53","159","69","410","4","888","282","1","415","7","350","7","7502","2"
"3218","74","124","61","43","5","320","355","1","330","7","798","9","5345","2"
"4965","88","75","51","252","9","331","364","1","343","8","950","5","7442","4"
"4379","61","142","35","341","9","349","347","1","335","8","1097","5","7109","3"
"2519","48","153","34","179","2","690","374","1","504","6","365","8","4883","3"
"4801","59","109","73","160","11","844","200","1","528","6","662","2","7456","4"
"2050","67","131","47","54","1","303","305","1","370","6","1073","6","4414","1"
"3123","50","122","60","77","3","828","390","1","422","8","870","5","5959","3"
"3461","74","130","68","427","6","376","216","1","534","6","427","1","5727","1"
"2830","89","115","80","295","9","872","373","1","481","6","96","1","5248","2"
"4574","92","176","53","364","0","815","245","1","523","8","1110","8","7969","3"
"4065","49","101","96","122","0","374","388","1","542","6","942","8","6694","4"
"4728","50","116","46","363","4","600","211","1","430","8","539","8","7104","3"
"3921","80","128","58","523","3","345","354","1","455","6","471","2","6347","2"
"4744","56","187","65","173","6","412","388","1","543","6","1121","3","7705","3"
"4455","75","176","69","400","8","465","309","1","367","8","868","3","7204","3"
"4153","100","190","90","519","4","546","393","1","360","6","758","5","7125","2"
"2639","96","125","32","397","3","375","399","1","354","6","86","9","4522","3"
"4980","93","152","45","179","5","505","243","1","277","6","325","5","6816","2"
"3664","84","155","40","468","1","492","370","1","424","8","352","1","6060","3"
"4016","63","170","96","202","5","502","257","1","498","7","939","3","6759","1"
"3906","45","125","45","480","0","581","225","1","339","6","483","4","6240","2"
"3178","63","160","75","40","10","608","303","1","530","6","720","2","5696","2"
"4477","65","109","63","141","0","504","338","1","203","6","468","5","6380","4"
"2985","74","179","79","210","1","531","340","1","287","6","1054","10","5757","3"
"2098","49","187","36","307","9","250","240","1","443","7","1049","1","4677","1"
"3672","56","168","49","44","5","358","399","1","219","8","999","1","5979","2"
"2783","49","88","96","464","4","641","264","1","401","6","868","3","5668","3"
"2808","59","96","52","89","8","951","237","1","592","7","55","1","4956","3"
"3346","56","131","38","488","1","737","203","1","412","8","620","5","6046","1"
"2495","62","81","95","397","8","840","248","1","461","7","784","1","5480","4"
"3004","96","135","65","96","8","623","258","1","498","7","933","4","5728","3"
"4239","54","86","87","346","5","470","344","1","458","7","910","6","7013","4"
"4183","86","97","70","143","5","689","320","1","457","8","432","9","6500","3"
"4006","64","164","30","84","6","581","328","1","530","7","811","3","6615","3"
"4757","53","173","96","305","1","937","381","1","336","8","430","8","7486","3"
"3409","61","143","33","497","10","853","302","1","476","8","273","6","6072","3"
"4373","50","167","33","321","5","949","246","1","332","7","617","1","7102","4"
"3793","66","76","48","293","6","904","375","1","361","8","732","6","6669","4"
"4795","70","154","94","477","0","602","218","1","260","8","905","5","7589","2"
"2627","87","80","39","217","10","737","347","1","559","8","287","8","5007","1"
"3476","82","181","88","47","2","918","261","1","585","6","317","2","5966","3"
"4067","96","81","61","153","4","268","326","1","367","6","499","5","5934","4"
"4273","84","116","33","459","9","324","237","1","245","6","1047","6","6840","2"
"4698","96","165","98","146","6","552","225","1","287","6","760","8","7048","4"
"4961","85","160","55","517","10","454","245","1","453","8","196","3","7148","4"
"2995","62","158","40","161","1","442","352","1","480","6","307","5","5010","2"
"4995","66","171","79","205","3","717","347","1","408","8","208","5","7213","4"
"3113","87","96","73","259","9","1000","334","1","453","6","400","1","5832","3"
"4751","89","182","47","463","10","294","330","1","498","6","967","6","7644","3"
"3296","81","145","76","352","8","472","399","1","383","8","607","5","5833","3"
"3457","86","95","47","466","3","782","323","1","383","7","827","6","6483","3"
"4093","75","199","51","335","3","613","351","1","235","8","228","4","6196","2"
"4635","82","154","78","138","8","966","347","1","426","7","64","4","6910","3"
"3455","72","109","39","54","0","699","330","1","344","7","997","3","6110","3"
"2768","89","89","67","75","7","419","384","1","482","7","859","1","5248","3"
"2570","58","111","77","172","0","874","397","1","593","7","606","7","5473","3"
"2000","80","89","51","55","3","989","324","1","459","8","348","7","4414","4"
"4067","65","156","83","440","7","820","363","1","420","6","663","1","7092","3"
"2788","58","83","69","191","4","299","357","1","455","8","405","7","4725","3"
"3925","73","98","39","518","3","980","327","1","481","8","618","7","7078","2"
"4015","80","145","79","197","4","650","300","1","348","7","577","8","6411","2"
"2447","73","93","44","511","11","843","221","1","201","8","566","8","5027","3"
"4438","80","105","58","515","5","508","215","1","330","6","613","2","6876","3"
"4372","86","170","68","315","6","682","229","1","288","8","982","7","7214","2"
"3790","81","160","60","464","11","794","331","1","545","8","880","2","7127","3"
"3784","66","188","77","363","6","496","297","1","279","6","130","6","5699","3"
"2210","71","89","37","329","1","823","275","1","421","8","313","9","4587","1"
"4530","96","156","33","129","6","635","208","1","554","6","153","5","6512","3"
"3043","58","126","68","244","5","799","357","1","391","8","311","5","5416","3"
"3949","71","145","57","6","6","575","305","1","518","7","1021","3","6664","2"
"2367","80","144","90","460","2","721","362","1","230","8","1051","4","5520","2"
"2831","74","152","86","480","7","522","222","1","579","6","536","1","5497","1"
"3688","84","174","32","304","10","826","243","1","538","7","935","8","6850","4"
"2350","80","142","93","195","5","504","371","1","524","8","1036","5","5314","4"
"2994","52","149","42","234","6","645","332","1","244","7","290","2","4998","1"
"2751","49","118","62","146","3","370","200","1","410","7","192","4","4313","3"
"3881","76","198","33","352","11","524","315","1","243","8","913","4","6559","2"
"2871","87","137","68","284","0","404","355","1","368","7","278","10","4870","4"
"4892","50","78","81","268","7","772","358","1","600","8","926","9","8050","3"
"3944","97","154","64","267","10","669","394","1","590","6","1100","9","7305","3"
"2751","100","81","41","288","0","406","373","1","503","7","605","4","5160","1"
"3293","79","113","75","178","10","572","307","1","591","7","627","3","5856","3"
"2774","68","88","95","67","5","946","370","1","509","6","241","2","5172","3"
"3599","77","169","83","491","5","955","368","1","593","6","750","1","7098","3"
"2711","92","133","44","155","3","319","399","1","517","8","694","4","5080","3"
"3013","57","157","52","64","5","591","353","1","497","6","218","7","5021","3"
"4665","94","146","94","150","5","778","387","1","433","7","669","10","7439","3"
"4832","98","124","60","373","6","567","215","1","338","6","924","7","7551","3"
"4616","55","103","48","308","1","927","338","1","449","6","699","7","7558","3"
"2525","96","190","59","203","3","599","299","1","536","7","724","4","5246","4"
"4211","47","125","89","59","11","754","275","1","568","7","824","3","6974","2"
"3728","96","84","68","459","2","354","300","1","513","7","1085","7","6704","3"
"4165","98","109","96","459","5","377","231","1","246","6","762","2","6557","3"
"2966","62","199","68","436","7","566","293","1","534","8","542","7","5689","3"
"4335","79","182","42","61","9","912","261","1","528","7","335","3","6755","2"
"3417","67","155","41","193","4","755","357","1","419","8","562","8","5987","2"
"4518","59","199","64","483","2","852","373","1","587","6","1108","10","8262","2"
"2518","63","191","89","357","7","852","243","1","433","7","489","10","5260","2"
"2030","64","180","58","10","1","661","344","1","484","8","586","9","4436","3"
"2738","45","166","87","496","9","923","236","1","413","8","699","7","5828","3"
"4582","47","138","62","99","5","495","280","1","406","7","1110","1","7233","3"
"3858","86","101","36","324","11","359","247","1","346","6","895","8","6278","3"
"2622","71","142","82","212","5","635","380","1","555","8","56","3","4772","3"
