"SLI-TDS","SLI-NO2+NO3","SLI-Ca","SLI-Mg","SLI-Na","SLI-K","SLI-Cl","SLI-SO4","SLI-F","SLI-HCO3","SLI-pH","SLI-HAR","SLI-SAR","WQI/n","ClassLabel-No"
"1.6046511627907","1.7054263565891","3.968992248062","2.093023255814","308.13953488372","23.255813953488","2.4651162790698","0.59302325581395","1.2093023255814","5.6744186046512","11.019677996422","1.7829457364341","4.9591395348837","28.343928122563","1"
"1.0174418604651","0.93023255813953","2.7286821705426","2.3255813953488","133.72093023256","11.627906976744","1.3023255813953","1.1860465116279","1.0697674418605","2.8372093023256","11.162790697674","1.4728682170543","2.3741023255814","13.365837328563","1"
"2.3488372093023","0.77519379844961","6.4496124031008","3.4883720930233","337.20930232558","232.55813953488","2.4651162790698","2.6860465116279","2.1860465116279","9.953488372093","11.305903398927","2.9457364341085","4.240088372093","47.585529480299","1"
"2.0348837209302","0","4.9612403100775","7.906976744186","267.44186046512","23.255813953488","2.4651162790698","1.4302325581395","2.2325581395349","12.46511627907","11.592128801431","3.7209302325581","3.0055279069767","26.347106568506","1"
"8.6220930232558","3.7209302325581","8.9302325581395","14.186046511628","1872.0930232558","976.74418604651","18.139534883721","8.3720930232558","1.953488372093","19.302325581395","11.162790697674","6.6666666666667","15.696295348837","228.12228509243","4"
"8.3255813953488","4.031007751938","6.9457364341085","14.186046511628","1808.1395348837","1000","20.093023255814","8.3720930232558","2.3720930232558","12.186046511628","11.449016100179","6.046511627907","15.915802325581","224.46634560341","4"
"3.1104651162791","0.31007751937984","14.387596899225","0.23255813953488","534.88372093023","23.255813953488","2.9767441860465","1.0116279069767","2.9767441860465","20.697674418605","10.733452593918","4.5736434108527","5.4316581395349","48.044752107701","1"
"1.6453488372093","0.15503875968992","7.1937984496124","2.3255813953488","215.11627906977","23.255813953488","2","0.66279069767442","2.046511627907","10.232558139535","10.87656529517","2.8682170542636","2.7453325581395","21.624910449062","1"
"1.8604651162791","0.46511627906977","5.7054263565891","3.953488372093","255.81395348837","127.90697674419","1.1627906976744","1.2558139534884","2.8837209302326","10.790697674419","12.16457960644","2.8682170542636","3.2747976744186","33.085080303656","1"
"5.6279069767442","1.0852713178295","11.906976744186","22.558139534884","680.23255813953","46.511627906977","19.116279069767","2.5116279069767","1.6279069767442","11.348837209302","12.021466905188","9.922480620155","4.683323255814","63.781107889546","2"
"5.25","1.0852713178295","11.410852713178","13.488372093023","872.09302325581","104.6511627907","11.53488372093","5.0232558139535","2.2325581395349","15.906976744186","11.162790697674","7.2868217054264","7.0125","82.164497614788","2"
"6.8023255813953","4.031007751938","15.37984496124","16.744186046512","1122.0930232558","46.511627906977","14.837209302326","4.1860465116279","2.1860465116279","20.697674418605","11.305903398927","9.3798449612403","7.9331139534884","98.622142658594","2"
"3.6337209302326","0.15503875968992","4.9612403100775","20.46511627907","372.09302325581","23.255813953488","9.7209302325581","3.3488372093023","2.2325581395349","11.348837209302","11.592128801431","7.1317829457364","3.0124069767442","36.380879615614","1"
"1.2383720930233","0.62015503875969","5.2093023255814","5.3488372093023","29.06976744186","11.627906976744","0.32558139534884","0.59302325581395","2.5116279069767","9.3488372093023","11.449016100179","3.1007751937984","0.35815372093023","6.2154889128939","1"
"6.5116279069767","0.46511627906977","7.937984496124","0.93023255813953","2139.5348837209","104.6511627907","15.348837209302","1.6744186046512","1.3023255813953","26.372093023256","11.735241502683","2.7131782945736","28.047744186047","180.55575739645","3"
"3.0988372093023","0.93023255813953","12.403100775194","6.5116279069767","319.76744186047","11.627906976744","8.5581395348837","1.4302325581395","1.953488372093","9.0697674418605","10.733452593918","5.6589147286822","2.9132255813953","30.358182161369","1"
"1.8720930232558","0.93023255813953","5.2093023255814","4.4186046511628","296.51162790698","46.511627906977","1.4883720930233","0.66279069767442","4.4186046511628","11.906976744186","11.019677996422","2.8682170542636","3.8139209302326","30.125542195312","1"
"1.2790697674419","0.62015503875969","4.2170542635659","2.093023255814","162.79069767442","23.255813953488","1.8139534883721","1.2209302325581","1.3953488372093","5.1162790697674","11.449016100179","1.8604651162791","2.5657186046512","16.898271184808","1"
"1.5639534883721","1.7054263565891","3.4728682170543","4.1860465116279","203.48837209302","34.883720930233","2.7906976744186","1.3953488372093","0.74418604651163","3.3953488372093","11.735241502683","2.2480620155039","2.9511720930233","21.120034200266","1"
"6.2441860465116","2.1705426356589","5.4573643410853","33.953488372093","773.25581395349","104.6511627907","16.139534883721","3.9418604651163","0.23255813953488","20.418604651163","11.019677996422","11.007751937984","5.047411627907","76.426150603183","2"
"2.0348837209302","0.15503875968992","1.984496124031","10.697674418605","319.76744186047","23.255813953488","2.6511627906977","0.69767441860465","0.23255813953488","13.906976744186","11.449016100179","3.5658914728682","3.6750674418605","30.313361226549","1"
"7.0639534883721","0.46511627906977","2.7286821705426","16.046511627907","1738.3720930233","686.04651162791","17.302325581395","5.8604651162791","0.41860465116279","15.906976744186","11.878354203936","5.2713178294574","16.432497674419","194.13795461676","3"
"2.9127906976744","0.46511627906977","10.418604651163","6.2790697674419","372.09302325581","104.6511627907","5.6279069767442","0.31395348837209","0.6046511627907","12.790697674419","12.021466905188","4.9612403100775","3.615211627907","41.288838122104","1"
"1.4418604651163","0.62015503875969","7.4418604651163","3.953488372093","40.697674418605","23.255813953488","1.8139534883721","0.27906976744186","0.093023255813953","4.5581395348837","12.16457960644","3.4108527131783","0.47777","7.7083262368699","1"
"1.9476744186047","0.93023255813953","10.170542635659","0.93023255813953","162.79069767442","162.79069767442","1.4883720930233","0.73255813953488","0.27906976744186","9.0697674418605","12.021466905188","3.4108527131783","1.9049811627907","28.343626595569","1"
"6.2848837209302","1.0852713178295","13.891472868217","35.581395348837","337.20930232558","46.511627906977","23.720930232558","3.2790697674419","0.51162790697674","11.06976744186","11.305903398927","14.108527131783","1.9460311627907","38.961985425439","1"
"4.7441860465116","1.2403100775194","9.1782945736434","16.976744186047","668.60465116279","139.53488372093","11.395348837209","2.8604651162791","3.906976744186","13.906976744186","11.878354203936","7.5193798449612","5.2823093023256","69.002221581579","2"
